transaction_id,timestamp,sku_id,store_id,quantity,unit_price,channel,customer_id
TXN0047612,2022-09-02T16:24:13,SKU0333,ST022,16,4.28,pos,CUST01608
TXN0038390,2023-06-28T01:52:45,SKU0019,ST045,,7.45,POS,CUST02368
TXN0008083,1695776644,SKU0108,ST057,6,4.04,pos,CUST02087
TXN0021784,1698123207,SKU0091,ST003,20,1.96,pos,
TXN0042597,02/01/2022 22:10:31,SKU0091,ST010,13,3.02,pos,CUST00454
TXN0047375,1641022179,SKU0229,ST036,7,,online,CUST00501
TXN0041496,1671244201,SKU0001,ST016,3,6.77,pos,CUST02296
TXN0008937,2023-03-25T02:34:56,SKU0313,ST010,19,3.88,pos,CUST02390
TXN0039909,1675375073,SKU0232,ST004,6,0.93,POS,CUST00028
TXN0024178,09/04/2024 05:59:43,SKU0121,ST038,,4.98,pos,CUST02802
TXN0026347,1731001005,SKU0232,ST028,,0.95,pos,CUST00834
TXN0021774,2022-04-19T11:28:48,SKU0166,ST049,5,4.14,POS,CUST03864
TXN0013301,20/06/2022 03:20:54,SKU0159,ST010,14,2.47,pos,CUST03271
TXN0008965,14/06/2024 21:41:28,SKU0004,ST044,2,8.22,Online,CUST01046
TXN0042067,2024-05-14T17:00:48,SKU0066,ST053,2,9.85,online,CUST01819
TXN0010130,2023-11-25T03:15:51,SKU0120,ST010,21,9.96,POS,CUST03638
TXN0037454,31/01/2022 23:07:29,SKU0022,ST059,10,7.21,pos,CUST02638
TXN0039098,2024-08-28T15:20:27,SKU0230,ST052,18,3.68,POS,CUST03250
TXN0037060,1678529577,SKU0290,ST028,26,10.29,pos,CUST03566
TXN0043160,1660268181,SKU0142,ST998,-2,6.8,Online,
TXN0001719,2023-05-15T09:35:34,SKU0253,ST003,17,6.08,pos,
TXN0017865,07/11/2022 01:41:42,SKU0119,ST043,12,3.34,pos,CUST03040
TXN0022162,15/02/2022 10:07:54,SKU0040,ST001,25,5.9,POS,
TXN0046362,1720982971,SKU0129,ST008,57,1.34,pos,CUST01368
TXN0037419,12/01/2023 05:26:15,SKU0005,ST045,7,13.27,POS,CUST03378
TXN0024009,1646037316,SKU0192,ST056,3,18.75,pos,CUST03430
TXN0033892,2022-12-11T00:50:30,SKU0152,ST004,23,3.87,pos,CUST01901
TXN0040667,01/05/2023 04:30:51,SKU0044,ST013,19,8.55,pos,CUST03790
TXN0011078,1642582706,SKU0148,ST034,7,12.02,pos,CUST02277
TXN0046508,1733317316,SKU0007,ST049,25,13.93,pos,CUST03463
TXN0022036,2024-06-24T19:36:47,SKU0364,ST044,2,4.17,POS,CUST02888
TXN0030070,25/03/2024 11:17:45,SKU0280,ST058,7,6.86,pos,CUST03962
TXN0038328,2022-04-12T18:04:30,SKU0151,ST052,5,4.33,POS,CUST02587
TXN0007268,2024-08-04T16:41:27,SKU0320,ST041,3,4.5,POS,
TXN0031445,1707374693,SKU0118,ST027,11,5.12,online,CUST02054
TXN0032972,13/01/2023 19:07:32,SKU0332,ST019,7,20.15,online,CUST02814
TXN0028720,1697540884,SKU0282,ST044,5,23.01,POS,CUST01792
TXN0042487,2023-03-14T21:58:06,SKU0058,ST011,26,4.4,Online,CUST03328
TXN0002300,1717995758,SKU0052,ST050,2,4.42,online,
TXN0004489,2022-07-14T21:16:33,SKU0111,ST013,6,27.21,POS,CUST02917
TXN0002106,1694611225,SKU0035,ST009,7,26.23,online,CUST03748
TXN0018802,16/03/2024 18:53:08,SKU0085,ST007,23,5.73,online,CUST03820
TXN0009599,31/08/2022 09:10:30,SKU0285,ST001,32,29.72,pos,CUST00797
TXN0015669,07/01/2024 05:17:34,SKU0250,ST049,3,7.52,pos,
TXN0029069,29/01/2022 06:02:01,SKU0225,ST003,7,4.18,POS,
TXN0025384,1728540969,SKU0268,ST037,18,3.04,Online,CUST03310
TXN0049443,08/11/2023 06:21:54,SKU0216,ST023,14,7.07,POS,
TXN0025294,2024-12-10T21:55:49,SKU0335,ST017,13,26.05,Online,CUST01552
TXN0046330,1716186807,SKU0196,ST058,7,5.73,pos,CUST02379
TXN0027268,04/08/2022 22:08:28,SKU0153,ST012,23,2.08,pos,CUST01495
TXN0028067,16/02/2023 02:57:47,SKU0140,ST033,10,1.49,Online,CUST03973
TXN0001538,15/01/2024 07:06:49,SKU0328,ST047,2,2.31,online,CUST03192
TXN0008158,2023-05-27T10:45:08,SKU0115,ST031,3,4.75,POS,CUST01286
TXN0046890,20/12/2024 00:45:33,SKU0040,ST031,20,6.71,online,CUST00184
TXN0044698,1685717066,SKU0349,ST027,3,4.17,pos,CUST02442
TXN0001008,1726246962,SKU0158,ST059,5,14.99,pos,
TXN0016371,1710811566,SKU0058,ST020,38,3.91,POS,CUST01575
TXN0014041,1688751383,SKU0030,ST040,2,4.2,POS,CUST02415
TXN0038114,14/12/2022 05:54:17,SKU0237,ST049,6,22.22,POS,CUST02903
TXN0036630,23/06/2024 04:17:01,SKU0383,ST024,8,3.53,POS,CUST02596
TXN0000292,1677226759,SKU0178,ST020,12,3.19,POS,CUST00709
TXN0021252,1690900805,SKU0071,ST006,30,,POS,
TXN0047398,2023-11-19T17:18:56,SKU0394,ST001,38,5.76,pos,CUST02075
TXN0040155,2024-12-07T06:41:55,SKU0361,ST011,31,7.83,pos,CUST03726
TXN0011190,2022-11-21T05:15:00,SKU0039,ST003,39,5.35,POS,CUST01172
TXN0041786,2024-03-11T13:34:53,SKU0389,ST038,9,29.45,POS,CUST01059
TXN0021060,12/09/2024 03:16:51,SKU0352,ST041,7,13.06,online,
TXN0021866,2022-04-07T17:36:39,SKU0271,ST012,25,28.93,POS,
TXN0040444,2022-09-17T20:50:42,SKU0034,ST054,4,9.91,POS,CUST00782
TXN0049272,2023-10-24T01:53:03,SKU0164,ST020,15,3.95,Online,CUST01695
TXN0033514,1728456318,SKU0199,ST059,16,4.46,Online,CUST01273
TXN0021676,2022-07-31T11:03:04,SKU0018,ST033,31,4.82,pos,CUST00694
TXN0001179,27/08/2023 09:29:40,SKU0083,ST035,2,3.84,POS,
TXN0026048,2023-07-25T09:32:43,SKU0056,ST016,10,8.8,Online,CUST03625
TXN0006619,2022-08-07T08:03:42,SKU0152,ST014,5,3.87,pos,CUST03227
TXN0041945,1641888227,SKU0266,ST034,3,4.71,POS,CUST03572
TXN0029924,1687847419,SKU0330,ST042,6,7.3,online,CUST02146
TXN0015009,1681951512,SKU0247,ST050,3,4.65,Online,
TXN0024772,2023-09-25T17:43:05,SKU0004,ST039,13,8.01,POS,
TXN0041396,1641667553,SKU0034,ST024,10,10.05,POS,CUST01093
TXN0005314,20/07/2022 06:17:55,SKU0001,ST057,15,4.97,POS,CUST03154
TXN0016995,2022-06-15T02:14:26,SKU0064,ST059,6,15.67,Online,CUST00431
TXN0021480,1710754649,SKU0175,ST020,23,21.33,POS,CUST03298
TXN0043130,2024-06-09T18:52:44,SKU0262,ST057,7,1.7,pos,CUST02612
TXN0019081,2024-04-17T20:33:04,SKU0037,ST033,11,2.14,Online,CUST01681
TXN0003468,21/12/2022 08:45:45,SKU0043,ST041,14,5.23,POS,CUST01066
TXN0032430,2023-03-01T20:44:59,SKU0293,ST056,4,16.5,pos,CUST00680
TXN0005156,2024-04-01T06:38:49,SKU0160,ST020,15,2.74,POS,CUST03680
TXN0041742,1715429021,SKU0075,ST043,9,6.4,POS,CUST00443
TXN0011116,25/01/2023 02:27:15,SKU0113,ST026,7,12.33,POS,CUST02603
TXN0047609,2023-07-12T21:58:01,SKU0167,ST025,5,7.0,online,CUST03487
TXN0040814,07/10/2024 13:59:08,SKU0132,ST043,8,17.83,pos,CUST03712
TXN0023460,22/06/2024 17:50:33,SKU0186,ST029,17,,pos,CUST01541
TXN0018281,1652434085,SKU0218,ST031,7,4.09,POS,
TXN0045488,1717617376,SKU0164,ST004,19,3.96,pos,CUST00131
TXN0007879,13/09/2022 16:32:56,SKU0236,ST025,4,4.71,POS,CUST01865
TXN0025209,1662522172,SKU0196,ST020,10,5.57,Online,CUST02131
TXN0023470,1684425239,SKU0303,ST011,35,3.5,POS,CUST00109
TXN0040003,1678533142,SKU0247,ST046,4,4.3,pos,CUST03544
TXN0003333,21/09/2023 16:47:39,SKU0082,ST007,25,5.08,POS,CUST03374
TXN0029183,2022-05-19T06:30:21,SKU0071,ST027,5,2.7,pos,
TXN0024373,27/07/2022 03:12:10,SKU0140,ST002,7,1.28,POS,CUST01164
TXN0032639,25/07/2023 06:39:00,SKU0141,ST009,15,23.19,POS,CUST02823
TXN0006884,1685558984,SKU0207,ST006,142,13.48,online,CUST01167
TXN0039653,2024-02-15T20:50:16,SKU0243,ST003,7,8.18,online,CUST03060
TXN0007794,1650514041,SKU0159,ST013,16,2.7,online,CUST00139
TXN0017521,1721901858,SKU0369,ST033,3,1.85,Online,
TXN0021523,2024-11-20T22:59:06,SKU0206,ST011,29,4.76,POS,CUST02735
TXN0042264,1678186398,SKU0205,ST021,17,13.26,POS,CUST03145
TXN0046443,2022-02-20T03:05:27,SKU0002,ST001,9,1.71,pos,CUST00969
TXN0005821,2024-06-05T13:42:54,SKU0101,ST014,11,18.37,POS,CUST02954
TXN0002361,22/07/2023 02:41:39,,ST006,,20.91,POS,
TXN0024963,1731794526,SKU0032,ST054,5,2.19,pos,
TXN0013692,1708979447,SKU0217,ST044,4,6.81,Online,
TXN0023355,2023-04-03T09:09:30,SKU0220,ST010,21,4.09,online,CUST00535
TXN0041594,15/11/2024 16:51:12,SKU0307,ST029,52,5.21,online,CUST03278
TXN0004731,28/01/2022 03:36:14,SKU0094,ST054,2,4.41,POS,
TXN0036221,1657025008,SKU0157,ST018,7,2.21,pos,CUST00667
TXN0013028,1732082542,SKU0120,ST008,34,16.93,online,CUST01006
TXN0042116,20/04/2024 07:53:04,SKU0096,ST014,19,26.06,POS,CUST02004
TXN0014403,1686652902,SKU0163,ST022,16,4.91,POS,CUST01104
TXN0033236,2022-11-13T21:09:35,SKU0281,ST006,37,18.51,Online,CUST00997
TXN0043357,03/05/2022 18:50:02,,ST014,,20.87,Online,CUST02195
TXN0018671,1704128795,SKU0041,ST998,10,2.62,pos,CUST02144
TXN0027882,2024-12-13T15:01:24,SKU0126,ST033,12,24.96,POS,CUST03948
TXN0022654,2023-12-09T11:19:55,SKU0286,ST055,4,7.23,pos,CUST01817
TXN0035877,2023-10-02T23:20:57,SKU0111,ST032,3,27.71,pos,CUST03225
TXN0038702,2022-03-02T12:24:35,SKU0040,ST037,4,6.44,POS,CUST02733
TXN0014130,19/05/2024 17:33:54,SKU0287,ST003,7,1.48,Online,CUST03679
TXN0028935,2024-10-12T02:42:52,SKU0113,ST038,18,12.23,POS,CUST02664
TXN0035225,2022-06-27T12:50:44,,ST056,,12.51,pos,CUST01112
TXN0042079,01/04/2022 05:06:48,SKU0209,ST001,17,,POS,CUST03996
TXN0023007,2024-03-08T04:40:03,SKU0063,ST039,12,13.86,Online,CUST01400
TXN0013057,1678970987,SKU0066,ST009,23,10.15,pos,CUST00549
TXN0016528,12/04/2024 13:08:15,SKU0057,ST059,4,3.11,POS,CUST02865
TXN0013763,1727432350,SKU0088,ST049,7,4.57,Online,CUST02210
TXN0013708,1679479079,SKU0047,ST037,10,20.09,pos,CUST01484
TXN0002585,1695266428,SKU0058,ST002,-3,4.26,POS,CUST01292
TXN0049637,17/03/2022 04:30:49,SKU0127,ST042,4,12.22,pos,CUST02465
TXN0006346,27/08/2024 02:05:25,SKU0059,ST052,6,21.4,Online,
TXN0028670,2022-08-15T14:54:46,SKU0246,ST028,2,7.31,POS,
TXN0011874,2022-10-29T07:03:38,SKU0306,ST010,,13.53,online,CUST03924
TXN0018862,2022-07-31T17:01:30,SKU0129,ST049,9,0.99,pos,CUST00058
TXN0039953,1658156996,SKU0261,ST026,5,13.53,pos,CUST00182
TXN0023526,1646504486,SKU0194,ST047,4,8.63,online,CUST02633
TXN0049182,03/02/2023 17:10:25,SKU0300,ST008,20,5.53,Online,CUST00552
TXN0043463,24/06/2022 09:20:09,SKU0323,ST029,16,14.07,POS,CUST01704
TXN0019463,2022-06-17T02:15:08,SKU0049,ST054,4,22.52,online,CUST02498
TXN0014823,1665860667,SKU0154,ST022,12,27.38,pos,CUST01866
TXN0018418,2023-12-08T04:50:03,SKU0379,ST012,35,2.43,pos,CUST01578
TXN0034064,2023-04-16T18:27:36,SKU0232,ST001,22,0.74,pos,
TXN0049253,06/05/2024 23:53:23,SKU0190,ST060,3,3.33,POS,CUST03370
TXN0040577,02/11/2022 12:48:43,SKU0238,ST048,6,7.01,POS,CUST02696
TXN0030500,26/10/2023 21:01:13,SKU0175,ST046,4,22.88,POS,
TXN0041908,2022-02-05T01:30:29,SKU0311,ST998,5,2.81,online,
TXN0032454,2024-11-30T14:45:09,SKU0105,ST052,4,4.61,online,
TXN0009242,22/04/2024 04:56:38,SKU0046,ST009,20,3.48,online,CUST01143
TXN0006099,2024-10-12T06:15:15,SKU0279,ST033,5,6.65,Online,
TXN0029676,1723464168,SKU0051,ST054,3,1.26,POS,CUST03244
TXN0023314,1652749326,SKU0208,ST056,3,17.49,Online,CUST03569
TXN0043655,22/06/2024 12:43:57,SKU0250,ST035,8,7.29,POS,CUST01278
TXN0013885,1663779199,,ST017,,25.47,POS,
TXN0018466,08/02/2024 13:07:35,SKU0019,ST055,1,6.87,Online,CUST03430
TXN0004949,1722404103,SKU0145,ST005,31,8.57,online,CUST00544
TXN0002852,08/11/2024 20:27:20,SKU0057,ST026,2,3.13,online,CUST03633
TXN0033448,1644848009,SKU0042,ST035,7,19.65,POS,CUST02049
TXN0025817,1704895610,SKU0132,ST010,63,19.6,online,CUST01966
TXN0014275,2022-12-14T11:15:06,SKU0010,ST031,17,21.76,POS,CUST02287
TXN0010084,2024-07-26T23:39:15,SKU0074,ST057,4,7.41,POS,CUST03639
TXN0028565,2023-06-05T13:20:32,SKU0287,ST029,15,1.4,POS,CUST01519
TXN0048384,16/03/2024 21:57:13,SKU0076,ST004,4,3.04,POS,CUST01350
TXN0037757,2023-05-15T13:34:06,SKU0094,ST047,2,5.02,online,CUST03778
TXN0032728,17/11/2022 11:31:40,SKU0048,ST045,6,4.88,POS,CUST02237
TXN0019823,2024-10-07T01:27:20,SKU0208,ST012,77,19.35,Online,CUST03758
TXN0025175,05/07/2023 20:38:22,SKU0299,ST007,23,5.5,online,CUST01547
TXN0046536,1668436292,SKU0092,ST046,5,20.28,POS,CUST02256
TXN0026335,1706797367,SKU0014,ST034,15,3.51,POS,CUST01541
TXN0034106,15/06/2024 19:59:50,SKU0281,ST023,14,19.17,Online,
TXN0017258,1717894189,SKU0160,ST024,7,2.73,pos,CUST01792
TXN0035317,2024-01-09T16:29:32,SKU0211,ST003,4,8.36,pos,CUST02604
TXN0042225,2022-06-01T20:23:27,SKU0179,ST056,2,2.98,POS,
TXN0020855,2022-10-03T21:56:52,SKU0160,ST028,8,2.38,Online,CUST02248
TXN0026313,2023-11-13T04:42:41,SKU0249,ST015,0,1.83,POS,
TXN0015687,1689866837,SKU0011,ST038,24,15.26,pos,CUST00441
TXN0049600,13/05/2023 07:15:54,SKU0264,ST036,5,5.16,pos,CUST01086
TXN0026591,2022-11-02T01:12:43,SKU0304,ST021,9,2.65,Online,CUST01628
TXN0006741,10/07/2024 02:29:17,SKU0284,ST029,23,3.18,Online,CUST00417
TXN0049465,2022-01-03T10:42:13,SKU0078,ST040,4,3.11,pos,CUST03636
TXN0018809,2022-12-02T08:57:16,SKU0327,ST058,8,15.16,POS,CUST02443
TXN0019825,1676466080,SKU0185,ST008,31,3.45,pos,
TXN0011985,18/05/2024 12:00:21,SKU0349,ST043,19,4.02,pos,CUST03255
TXN0011161,15/09/2023 06:58:19,SKU0224,ST044,1,6.33,POS,CUST01924
TXN0049945,1662405674,SKU0135,ST048,6,5.44,online,CUST00129
TXN0041324,2022-10-19T18:45:55,SKU0325,ST025,17,1.13,Online,CUST01555
TXN0046518,2024-09-15T21:54:11,SKU0063,ST016,28,13.47,Online,CUST00575
TXN0005150,1657722798,SKU0163,ST051,7,4.35,POS,CUST02923
TXN0024931,1685671728,SKU0075,ST044,3,6.43,Online,CUST01193
TXN0031102,1734139840,SKU0193,ST027,18,8.96,online,CUST03570
TXN0001464,1731112519,SKU0385,ST040,2,7.66,Online,CUST02608
TXN0026001,2022-08-25T12:34:08,SKU0155,ST021,14,2.34,pos,
TXN0018849,2024-07-18T19:04:08,SKU0104,ST020,7,5.55,Online,CUST02505
TXN0026458,1692067210,SKU0020,ST058,10,3.18,pos,CUST03036
TXN0004274,11/11/2022 14:03:28,SKU0213,ST048,10,5.36,POS,CUST01704
TXN0042393,2022-01-08T02:50:28,SKU0058,ST055,3,3.95,POS,CUST00750
TXN0022232,06/12/2024 15:48:16,SKU0035,ST016,11,27.64,POS,CUST03016
TXN0009012,1702334389,SKU0239,ST045,2,24.38,pos,
TXN0019622,06/02/2023 04:44:59,SKU0249,ST008,41,1.85,online,CUST00615
TXN0002308,2024-11-11T07:56:40,SKU0068,ST021,9,8.28,pos,
TXN0020493,1675586818,SKU0104,ST051,2,5.65,online,CUST02146
TXN0036240,2023-05-29T09:01:44,SKU0085,ST007,14,4.84,POS,CUST03502
TXN0035429,1666397554,SKU0055,ST016,9,16.72,pos,CUST01773
TXN0017809,1693139802,SKU0334,ST044,2,16.62,POS,
TXN0040227,2022-09-18T20:26:46,SKU0126,ST060,2,21.21,Online,
TXN0001369,09/07/2022 23:49:21,SKU0228,ST038,72,7.6,POS,CUST03498
TXN0021116,13/12/2022 07:43:10,SKU0310,ST022,5,2.22,POS,CUST00405
TXN0043603,1702235671,,ST023,,14.77,pos,CUST01454
TXN0034901,11/11/2022 04:40:23,SKU0304,ST018,12,2.73,Online,CUST00952
TXN0048363,30/03/2023 20:11:00,SKU0039,ST010,20,5.66,POS,
TXN0018118,2023-10-25T13:52:52,SKU0210,ST019,-2,11.73,POS,CUST02391
TXN0000622,1689264269,SKU0141,ST004,8,23.91,pos,CUST03645
TXN0028748,25/05/2022 20:57:44,SKU0065,ST038,18,3.9,Online,CUST00077
TXN0022889,2024-07-31T04:41:46,SKU0327,ST033,15,16.51,POS,CUST00774
TXN0025205,1701496223,SKU0062,ST023,20,2.69,POS,CUST01264
TXN0001356,05/08/2024 17:49:25,SKU0093,ST999,9,29.77,online,CUST00687
TXN0045487,2024-05-06T19:13:37,SKU0192,ST012,33,20.69,pos,CUST03099
TXN0012114,15/01/2024 01:16:00,SKU0023,ST042,3,1.34,POS,
TXN0017879,2024-07-04T03:04:30,SKU0199,ST025,12,4.75,Online,
TXN0016629,29/04/2023 06:38:23,,ST032,,1.68,POS,CUST00347
TXN0041099,10/07/2023 02:32:40,SKU0113,ST005,74,8.89,pos,CUST02602
TXN0026568,1700046664,,ST014,,35.8,pos,CUST02119
TXN0015671,1695735447,SKU0088,ST999,12,4.3,Online,
TXN0047458,1709415103,SKU0295,ST012,67,7.27,Online,CUST00432
TXN0006831,2024-03-28T11:50:51,SKU0361,ST041,6,8.76,online,CUST01586
TXN0026446,03/10/2023 21:36:14,SKU0294,ST014,15,17.74,POS,
TXN0036542,2022-04-05T12:42:22,SKU0319,ST033,23,6.26,POS,CUST01946
TXN0034166,1726242202,SKU0282,ST059,10,21.97,POS,CUST00262
TXN0017925,1731355486,SKU0036,ST044,1,25.56,online,CUST00027
TXN0035463,2023-09-01T16:48:46,SKU0094,ST045,10,5.16,pos,CUST03229
TXN0024337,1647598981,SKU0336,ST026,15,3.7,POS,CUST03934
TXN0016350,29/04/2023 13:18:47,SKU0218,ST010,16,4.38,pos,CUST01277
TXN0025611,08/09/2023 12:22:55,SKU0284,ST024,3,3.06,Online,CUST03185
TXN0044820,25/01/2024 17:47:06,SKU0054,ST044,4,2.77,pos,
TXN0048786,1706500045,SKU0156,ST020,-3,5.75,online,CUST01263
TXN0043135,18/10/2024 18:11:11,SKU0042,ST060,2,23.14,POS,
TXN0018402,13/01/2022 16:23:17,SKU0269,ST031,6,24.69,POS,CUST01071
TXN0029203,2023-01-30T14:09:38,SKU0261,ST006,6,17.0,POS,CUST03429
TXN0001423,17/03/2023 06:46:53,SKU0106,ST057,6,2.25,POS,CUST00540
TXN0018137,1680510329,SKU0049,ST007,32,16.58,pos,CUST01968
TXN0002198,2024-02-09T05:05:47,SKU0282,ST044,1,24.31,Online,CUST02026
TXN0010600,11/05/2023 16:52:49,SKU0080,ST036,4,5.87,POS,CUST03901
TXN0004653,15/08/2023 00:00:37,SKU0095,ST046,2,1.39,online,
TXN0033126,2022-09-09T07:05:46,SKU0335,ST004,9,23.7,online,CUST02337
TXN0021256,1675032186,SKU0075,ST041,4,5.74,Online,CUST00696
TXN0037914,28/08/2024 20:23:51,SKU0269,ST046,8,28.07,pos,CUST03014
TXN0012526,2023-05-14T08:57:31,SKU0155,ST012,36,2.53,POS,CUST03735
TXN0042638,05/05/2023 05:01:09,SKU0060,ST032,2,3.24,pos,CUST01064
TXN0038614,2024-11-06T07:06:12,SKU0193,ST036,3,9.14,Online,CUST00110
TXN0037737,29/06/2023 20:19:20,SKU0119,ST029,12,3.34,pos,CUST00815
TXN0001332,1730543705,SKU0009,ST057,9,2.29,Online,
TXN0004103,28/04/2022 01:26:02,SKU0091,ST051,6,3.1,POS,CUST03859
TXN0017568,2022-04-10T07:21:42,SKU0107,ST028,6,2.73,POS,CUST02220
TXN0040579,2024-09-18T21:58:24,SKU0137,ST020,10,7.28,pos,CUST01054
TXN0048691,1720089734,SKU0292,ST013,3,5.01,pos,CUST02355
TXN0021188,2024-02-03T21:56:11,SKU0294,ST046,0,23.97,Online,CUST01011
TXN0010152,14/04/2022 14:35:58,SKU0111,ST053,4,27.54,online,CUST00753
TXN0048619,2024-11-30T16:30:08,SKU0275,ST048,10,19.96,POS,CUST01276
TXN0029150,2023-07-20T02:43:07,SKU0196,ST009,67,6.29,POS,CUST00052
TXN0040378,2024-04-27T01:21:23,SKU0169,ST999,10,8.16,online,CUST03295
TXN0040459,2022-01-25T11:09:44,SKU0226,ST032,4,2.41,POS,CUST03423
TXN0024658,1645017014,SKU0215,ST025,8,7.03,POS,CUST00582
TXN0041298,1680338519,SKU0177,ST048,8,4.9,online,CUST00887
TXN0047719,2022-11-01T01:18:11,SKU0259,ST037,14,14.08,POS,
TXN0005097,16/03/2023 00:01:55,SKU0337,ST019,8,18.08,pos,CUST03520
TXN0023317,2022-05-13T12:22:22,SKU0037,ST014,11,1.96,POS,CUST02574
TXN0038124,2022-01-20T14:14:54,SKU0266,ST052,12,4.72,online,CUST02958
TXN0047975,2024-08-03T22:19:14,SKU0004,ST025,30,8.23,Online,CUST03745
TXN0029021,31/10/2023 07:34:14,SKU0062,ST003,15,2.75,POS,CUST00526
TXN0028398,1677035292,SKU0305,ST038,-3,2.43,pos,CUST03667
TXN0035931,2022-09-20T14:27:38,SKU0068,ST050,5,6.84,pos,CUST00877
TXN0042095,1714139115,SKU0257,ST009,17,5.72,online,
TXN0012573,17/03/2024 16:05:47,SKU0280,ST024,,6.83,Online,
TXN0023803,15/08/2023 15:03:53,SKU0076,ST007,0,3.25,Online,CUST02631
TXN0024966,1715414351,SKU0085,ST049,6,5.94,pos,CUST01144
TXN0048604,10/01/2022 06:09:20,SKU0333,ST059,8,4.27,pos,CUST00080
TXN0046564,2022-09-06T19:53:02,SKU0167,ST011,13,6.28,POS,CUST01554
TXN0002364,2022-02-03T01:31:57,SKU0198,ST016,5,1.32,POS,CUST00085
TXN0043205,25/10/2023 06:39:44,SKU0047,ST015,10,18.15,online,
TXN0010272,1725140910,SKU0229,ST036,7,6.43,Online,CUST02022
TXN0030836,1720401334,SKU0309,ST008,40,32.91,Online,CUST01287
TXN0044983,05/06/2024 02:58:05,SKU0125,ST037,17,4.75,Online,
TXN0015509,23/03/2024 12:32:11,SKU0198,ST022,25,1.55,POS,CUST00833
TXN0015609,1724304447,SKU0334,ST019,2,16.03,pos,CUST03782
TXN0048430,03/07/2024 04:34:25,SKU0296,ST033,13,8.38,pos,CUST01025
TXN0023834,24/08/2024 06:33:02,SKU0131,ST037,30,3.03,POS,CUST02519
TXN0045466,2022-09-17T19:41:45,SKU0291,ST001,22,4.11,Online,CUST01708
TXN0016467,2024-01-29T19:07:40,,ST040,,25.69,pos,CUST00451
TXN0028944,2024-11-03T01:44:39,SKU0208,ST057,5,17.8,POS,
TXN0036629,18/11/2024 08:55:50,SKU0143,ST003,24,5.84,pos,CUST01916
TXN0027345,1723488313,SKU0394,ST057,4,5.09,online,
TXN0035112,15/10/2022 14:05:24,SKU0224,ST054,4,7.83,Online,
TXN0009104,1676015050,SKU0056,ST036,11,9.22,pos,CUST02643
TXN0044634,1686956837,SKU0003,ST041,5,7.29,pos,CUST03417
TXN0014477,1710868620,SKU0087,ST051,1,7.67,Online,CUST02543
TXN0046622,1652250111,SKU0153,ST051,5,1.86,pos,CUST02524
TXN0043317,12/02/2022 01:03:51,SKU0129,ST036,3,1.12,pos,CUST02646
TXN0019708,03/06/2024 09:00:39,SKU0089,ST026,6,,online,CUST00761
TXN0026235,18/10/2023 05:03:36,SKU0213,ST040,4,5.13,online,CUST01394
TXN0020798,04/01/2023 04:02:04,SKU0174,ST025,11,4.58,pos,CUST01794
TXN0049593,17/08/2024 21:00:12,SKU0252,ST028,3,1.81,online,CUST00207
TXN0040555,07/07/2023 06:57:52,SKU0230,ST016,-3,3.61,pos,CUST03853
TXN0025931,2024-12-14T03:57:53,SKU0375,ST015,13,8.46,pos,CUST03929
TXN0000840,1644954652,SKU0256,ST047,9,5.59,pos,CUST00372
TXN0021865,2022-12-02T04:10:36,SKU0087,ST034,6,6.72,POS,CUST03167
TXN0013417,11/11/2024 11:44:20,SKU0259,ST046,5,14.72,pos,CUST02002
TXN0046963,07/02/2022 17:34:54,SKU0202,ST033,10,23.74,pos,CUST02433
TXN0049342,1644280909,SKU0317,ST035,8,13.36,pos,CUST00517
TXN0013039,1727549455,SKU0193,ST044,5,8.56,Online,CUST00131
TXN0029146,2022-09-19T00:35:03,SKU0213,ST039,13,5.23,pos,
TXN0029484,1690322924,SKU0175,ST018,13,21.75,online,CUST02934
TXN0028012,1689143545,SKU0257,ST039,15,5.39,Online,CUST03300
TXN0004003,29/12/2024 02:24:23,SKU0161,ST051,0,6.18,Online,CUST00461
TXN0020097,06/11/2023 06:34:16,SKU0102,ST021,11,5.31,POS,
TXN0023406,2023-09-24T09:05:17,SKU0249,ST035,7,1.8,pos,CUST03360
TXN0021069,11/02/2024 02:42:54,SKU0265,ST998,11,32.39,online,
TXN0043832,1717150459,SKU0060,ST050,2,3.36,online,
TXN0004017,2023-09-20T04:37:40,SKU0384,ST013,4,19.89,POS,CUST02050
TXN0031894,04/10/2023 10:29:41,SKU0249,ST051,4,1.82,pos,CUST02394
TXN0040514,1710528555,SKU0162,ST012,11,8.48,pos,
TXN0016113,1718241649,SKU0325,ST025,12,1.77,online,CUST02216
TXN0025263,11/08/2023 09:11:42,SKU0102,ST034,13,4.67,pos,
TXN0046250,21/06/2023 08:05:27,SKU0123,ST005,19,4.21,online,CUST03173
TXN0022180,28/03/2024 20:45:55,SKU0002,ST035,4,2.08,pos,CUST02189
TXN0035008,06/05/2022 23:47:27,SKU0026,ST018,9,3.25,online,CUST02618
TXN0007619,2022-04-05T04:37:56,SKU0225,ST019,6,3.99,online,CUST02229
TXN0003543,1689000405,,ST038,,15.7,Online,CUST01848
TXN0025894,2024-06-25T17:05:53,,ST045,,12.23,POS,CUST03172
TXN0028903,1707289785,SKU0192,ST057,5,22.07,online,
TXN0027903,1714625245,SKU0027,ST015,7,27.9,POS,
TXN0004321,1649560060,SKU0145,ST053,7,7.65,POS,CUST03827
TXN0010698,1703739664,SKU0397,ST036,18,3.65,POS,CUST03695
